date,mes,lrmes,covar,delta_covar,covar_beta,srisk_usd_bn,srisk_share_pct,market_cap_usd_bn,debt_usd_bn
2026-01-21,-0.04144,0.488387,-0.026343,-0.015447,0.452195,98.894637,,202.669448,2428.598
2026-01-22,-0.04144,0.487486,-0.026343,-0.015447,0.452194,97.215927,,205.873438,2428.598
2026-01-23,-0.04144,0.48724,-0.026343,-0.015447,0.452194,98.907474,,202.188851,2428.598
2026-01-26,-0.04144,0.487636,-0.026343,-0.015447,0.452193,97.949081,,204.378242,2428.598
2026-01-27,-0.04144,0.487909,-0.026343,-0.015447,0.452193,98.025537,,204.324839,2428.598
2026-01-28,-0.04144,0.487653,-0.026343,-0.015447,0.452193,98.472459,,203.274639,2428.598
2026-01-29,-0.04144,0.489267,-0.026311,-0.015431,0.451714,97.937927,,205.054636,2428.598
2026-01-30,-0.04144,0.490913,-0.026312,-0.015512,0.451716,97.823242,,205.962429,2428.598
2026-02-02,-0.04144,0.491129,-0.026312,-0.015512,0.451715,96.925982,,207.966412,2428.598
2026-02-03,-0.04144,0.490927,-0.026312,-0.015512,0.451715,95.647097,,210.614518,2428.598
2026-02-04,-0.04144,0.489361,-0.026575,-0.015727,0.455679,95.579117,,210.113526,2428.598
2026-02-05,-0.04144,0.488798,-0.026575,-0.015727,0.455686,96.892427,,207.089662,2428.598
2026-02-06,-0.04144,0.490001,-0.026575,-0.015727,0.455686,91.286812,,219.52507,2428.598
2026-02-09,-0.04144,0.494382,-0.026575,-0.015728,0.455691,91.272883,,221.457467,2428.598
2026-02-10,-0.04144,0.493735,-0.026785,-0.015935,0.46171,92.491119,,218.558864,2428.598
2026-02-11,-0.04144,0.494344,-0.026785,-0.015935,0.461709,96.575622,,210.041953,2428.598
2026-02-12,-0.04144,0.495551,-0.027435,-0.016586,0.461701,101.990422,,198.876936,2428.598
2026-02-13,-0.04144,0.499723,-0.025857,-0.014953,0.407328,102.9925,,198.358048,2428.598
2026-02-17,-0.04144,0.49984,-0.025857,-0.014953,0.407327,100.609899,,203.582702,2428.598
2026-02-18,-0.04144,0.500284,-0.025857,-0.014953,0.40733,98.644681,,208.03797,2428.598
2026-02-19,-0.04144,0.500906,-0.027879,-0.016951,0.461757,99.35524,,206.74971,2428.598
2026-02-20,-0.04144,0.501037,-0.027879,-0.01695,0.461726,99.01069,,207.554875,2428.598
2026-02-23,-0.04144,0.50091,-0.027879,-0.01703,0.461727,103.299582,,198.161227,2428.598
2026-02-24,-0.04144,0.502623,-0.02806,-0.01721,0.461725,104.586147,,196.031996,2428.598
2026-02-25,-0.04238,0.501706,-0.02806,-0.01721,0.461727,100.499893,,204.584686,2428.598
2026-02-26,-0.04238,0.503112,-0.02806,-0.017294,0.461733,99.251339,,207.894839,2428.598
2026-02-27,-0.04238,0.502129,-0.028061,-0.017315,0.461743,103.980728,,197.159243,2428.598
2026-03-02,-0.04238,0.545148,-0.028525,-0.017758,0.461731,113.886014,,194.961598,2443.38
2026-03-03,-0.04238,0.545147,-0.028207,-0.0176,0.457058,114.391023,,193.754577,2443.38
2026-03-04,-0.04238,0.545148,-0.028206,-0.017579,0.457055,113.98118,,194.734192,2443.38
2026-03-05,-0.041209,0.536764,-0.027746,-0.01714,0.457059,114.246013,,190.588301,2443.38
2026-03-06,-0.041209,0.536764,-0.027568,-0.016961,0.457064,116.050195,,186.354952,2443.38
2026-03-09,-0.041209,0.536764,-0.027568,-0.01694,0.457061,116.005471,,186.459907,2443.38
2026-03-10,-0.038762,0.517245,-0.026846,-0.016218,0.457064,110.808008,,190.623295,2443.38
2026-03-11,-0.038762,0.517245,-0.026846,-0.01624,0.457067,110.637062,,191.008147,2443.38
2026-03-12,-0.03956,0.536226,-0.025636,-0.015029,0.457072,116.726727,,184.553155,2443.38
2026-03-13,-0.03956,0.536226,-0.026846,-0.01624,0.457068,116.584942,,184.88553,2443.38
2026-03-16,-0.03956,0.536226,-0.026846,-0.016218,0.457068,115.345905,,187.789393,2443.38
2026-03-17,-0.03956,0.536226,-0.026847,-0.01624,0.45707,115.077215,,188.419149,2443.38
2026-03-18,-0.03956,0.536226,-0.026846,-0.016218,0.457068,114.360694,,190.098494,2443.38
2026-03-19,-0.03956,0.536226,-0.02715,-0.016383,0.461717,113.479956,,192.16269,2443.38
2026-03-20,-0.03956,0.536226,-0.026846,-0.016218,0.457058,113.72625,,191.585412,2443.38
2026-03-23,-0.03956,0.536226,-0.029481,-0.017562,0.497454,112.143872,,195.293973,2443.38
2026-03-24,-0.03956,0.536226,-0.029481,-0.017562,0.497455,110.576544,,198.96754,2443.38
2026-03-25,-0.03956,0.536226,-0.029481,-0.017651,0.497456,110.024192,,200.262046,2443.38
2026-03-26,-0.03956,0.536226,-0.029481,-0.017651,0.497454,111.569195,,196.640956,2443.38
2026-03-27,-0.036762,0.508516,-0.029481,-0.017562,0.497452,110.534911,,187.84187,2443.38
